"Que disent mes goûts sur mon profil ?","ANALYSE_PROFIL"
"Que révèlent mes centres d'intérêt ?","ANALYSE_PROFIL"
"Pouvez-vous analyser mes centres d'intérêt ?","ANALYSE_PROFIL"
"Quels sont mes principaux centres d'intérêt selon mes réponses ?","ANALYSE_PROFIL"
"Comment mes goûts influencent-ils mon profil ?","ANALYSE_PROFIL"
"Quelles aptitudes semblent ressortir de mes centres d'intérêt ?","ANALYSE_PROFIL"
"Quel profil correspond à mes goûts et à mes aptitudes ?","ANALYSE_PROFIL"
"Pouvez-vous faire une analyse globale de mon profil ?","ANALYSE_PROFIL"
"J'aimerais connaître mon profil plus en détail.","ANALYSE_PROFIL"
"Je veux comprendre ce qui caractérise mon profil.","ANALYSE_PROFIL"
"Je voudrais savoir ce qui ressort de mon profil.","ANALYSE_PROFIL"
"Je voudrais savoir quelles sont mes principales forces.","ANALYSE_PROFIL"
"Je voudrais comprendre mes capacités à partir de mes réponses.","ANALYSE_PROFIL"

"Pourquoi cette formation m'a-t-elle été recommandée ?","EXPLICATION_RECOMMANDATION"
"Pourquoi me recommandez-vous cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation correspond-elle à mon profil ?","EXPLICATION_RECOMMANDATION"
"Pourquoi avez-vous choisi cette formation pour moi ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle adaptée à mon profil ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous m'expliquer pourquoi cette formation m'a été proposée ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle considérée comme adaptée à mon profil ?","EXPLICATION_RECOMMANDATION"
"Sur quels critères cette formation m'a-t-elle été recommandée ?","EXPLICATION_RECOMMANDATION"
"Quels sont les critères qui ont conduit à cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quels éléments de mon profil justifient cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Qu'est-ce qui dans mon profil justifie cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi pensez-vous que cette formation me correspond ?","EXPLICATION_RECOMMANDATION"
"Pourquoi pensez-vous que cette formation est faite pour moi ?","EXPLICATION_RECOMMANDATION"
"Qu'est-ce qui fait que cette formation me correspond ?","EXPLICATION_RECOMMANDATION"
"Qu'est-ce qui dans mon profil correspond à cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation plutôt qu'une autre ?","EXPLICATION_RECOMMANDATION"
"Pourquoi avez-vous retenu cette formation plutôt qu'une autre ?","EXPLICATION_RECOMMANDATION"
"Pourquoi celle-ci a-t-elle été choisie ?","EXPLICATION_RECOMMANDATION"
"Pourquoi m'avez-vous proposé cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation ressort-elle dans ma recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation apparaît-elle parmi mes recommandations ?","EXPLICATION_RECOMMANDATION"
"Comment avez-vous déterminé que cette formation me convenait ?","EXPLICATION_RECOMMANDATION"
"Comment êtes-vous arrivé à cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Comment avez-vous choisi cette formation pour moi ?","EXPLICATION_RECOMMANDATION"
"Comment avez-vous établi cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Comment cette recommandation a-t-elle été déterminée ?","EXPLICATION_RECOMMANDATION"
"Sur quoi vous êtes-vous basé pour me recommander cette formation ?","EXPLICATION_RECOMMANDATION"
"Sur quoi repose cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Sur quels éléments vous êtes-vous basé ?","EXPLICATION_RECOMMANDATION"
"Quels éléments avez-vous pris en compte pour cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quels aspects de mon profil avez-vous pris en compte ?","EXPLICATION_RECOMMANDATION"
"Quels critères avez-vous utilisés pour me recommander cette formation ?","EXPLICATION_RECOMMANDATION"
"Quels sont les critères utilisés pour cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quels éléments de mon profil ont influencé cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quelles caractéristiques de mon profil correspondent à cette formation ?","EXPLICATION_RECOMMANDATION"
"Quelles sont les raisons de cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous me donner les raisons de cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous justifier cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous expliquer votre choix ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous expliquer pourquoi vous avez fait ce choix ?","EXPLICATION_RECOMMANDATION"
"J'aimerais comprendre cette recommandation.","EXPLICATION_RECOMMANDATION"
"Je voudrais comprendre pourquoi cette formation m'a été recommandée.","EXPLICATION_RECOMMANDATION"
"Je voudrais savoir pourquoi cette formation m'a été proposée.","EXPLICATION_RECOMMANDATION"
"Je veux comprendre pourquoi cette formation correspond à mon profil.","EXPLICATION_RECOMMANDATION"
"Je voudrais connaître les raisons de cette recommandation.","EXPLICATION_RECOMMANDATION"
"Je voudrais savoir comment vous avez choisi cette formation.","EXPLICATION_RECOMMANDATION"
"Je voudrais savoir sur quoi repose votre recommandation.","EXPLICATION_RECOMMANDATION"
"Je veux savoir quels critères ont été utilisés.","EXPLICATION_RECOMMANDATION"
"Je veux comprendre comment fonctionne cette recommandation.","EXPLICATION_RECOMMANDATION"
"Pourquoi mon profil a-t-il conduit à cette formation ?","EXPLICATION_RECOMMANDATION"
"Comment mon profil a-t-il conduit à cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quel lien y a-t-il entre mon profil et cette formation ?","EXPLICATION_RECOMMANDATION"
"Quel rapport y a-t-il entre mes réponses et cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Comment mes réponses ont-elles influencé la recommandation ?","EXPLICATION_RECOMMANDATION"
"Quelles réponses ont influencé cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quelles informations de mon profil ont été utilisées ?","EXPLICATION_RECOMMANDATION"
"Quelles informations avez-vous utilisées pour faire cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quelles de mes préférences ont conduit à cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Comment mes préférences ont-elles influencé cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi mes goûts correspondent-ils à cette formation ?","EXPLICATION_RECOMMANDATION"
"Quels de mes centres d'intérêt correspondent à cette formation ?","EXPLICATION_RECOMMANDATION"
"Quels sont les points communs entre mon profil et cette formation ?","EXPLICATION_RECOMMANDATION"
"Quelles caractéristiques rendent cette formation adaptée à mon profil ?","EXPLICATION_RECOMMANDATION"
"Quelles compétences de mon profil correspondent à cette formation ?","EXPLICATION_RECOMMANDATION"
"Quelles aptitudes ont été prises en compte dans cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quelles matières que j'apprécie ont influencé cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi mes matières préférées m'orientent-elles vers cette formation ?","EXPLICATION_RECOMMANDATION"
"Est-ce que mes compétences ont influencé cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Est-ce que mes goûts ont été pris en compte dans cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Est-ce que mes préférences ont été prises en compte ?","EXPLICATION_RECOMMANDATION"
"Est-ce que mon niveau scolaire a influencé cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quels aspects de mon parcours ont conduit à cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Mon parcours explique-t-il cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation apparaît-elle comme la plus adaptée ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle mieux adaptée que les autres ?","EXPLICATION_RECOMMANDATION"
"Qu'est-ce qui rend cette formation plus adaptée que les autres ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation arrive-t-elle en première position ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle classée en premier ?","EXPLICATION_RECOMMANDATION"
"Comment avez-vous classé les formations pour moi ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation a-t-elle obtenu cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation a-t-elle été mieux classée ?","EXPLICATION_RECOMMANDATION"
"Quels critères ont permis de classer cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation a-t-elle obtenu un meilleur score ?","EXPLICATION_RECOMMANDATION"
"Que signifie le score attribué à cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Comment le score de cette recommandation a-t-il été calculé ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation a-t-elle obtenu ce score ?","EXPLICATION_RECOMMANDATION"
"Comment avez-vous évalué la correspondance avec mon profil ?","EXPLICATION_RECOMMANDATION"
"Comment avez-vous mesuré la compatibilité entre mon profil et cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi estimez-vous que mon profil est compatible avec cette formation ?","EXPLICATION_RECOMMANDATION"
"Quels éléments montrent que cette formation me convient ?","EXPLICATION_RECOMMANDATION"
"Qu'est-ce qui montre que cette formation est adaptée à mes capacités ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous détailler les raisons pour lesquelles cette formation m'est recommandée ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous détailler les critères de cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous expliquer le raisonnement derrière cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Quel est le raisonnement derrière cette recommandation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette recommandation a-t-elle été faite à partir de mon profil ?","EXPLICATION_RECOMMANDATION"
"Comment justifiez-vous cette recommandation par rapport à mon profil ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle ressortie de mon profil ?","EXPLICATION_RECOMMANDATION"
"Qu'est-ce qui a fait ressortir cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle ressortie plutôt qu'une autre ?","EXPLICATION_RECOMMANDATION"
"Quels éléments ont fait ressortir cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation m'a-t-elle été attribuée comme recommandation ?","EXPLICATION_RECOMMANDATION"
"Pouvez-vous m'expliquer le lien entre mes réponses et la formation recommandée ?","EXPLICATION_RECOMMANDATION"
"Pourquoi cette formation est-elle considérée comme un bon choix pour mon profil ?","EXPLICATION_RECOMMANDATION"
"Quels éléments de mon profil correspondent aux caractéristiques de cette formation ?","EXPLICATION_RECOMMANDATION"
"Pourquoi mon profil correspond-il aux caractéristiques de cette formation ?","EXPLICATION_RECOMMANDATION"

"Pouvez-vous m'aider ?","CLARIFICATION"
"J'ai besoin d'aide.","CLARIFICATION"
"Je voudrais des informations.","CLARIFICATION"
"Donnez-moi des informations.","CLARIFICATION"
"Je voudrais en savoir plus.","CLARIFICATION"
"Pouvez-vous m'en dire plus ?","CLARIFICATION"
"Je veux plus de détails.","CLARIFICATION"
"Pouvez-vous m'expliquer ?","CLARIFICATION"
"Expliquez-moi cela.","CLARIFICATION"
"Je voudrais comprendre.","CLARIFICATION"
"Je ne comprends pas.","CLARIFICATION"
"Pouvez-vous préciser ?","CLARIFICATION"
"Pouvez-vous être plus précis ?","CLARIFICATION"
"Pouvez-vous détailler ?","CLARIFICATION"
"J'aimerais avoir plus de précisions.","CLARIFICATION"
"Je voudrais davantage d'informations.","CLARIFICATION"
"Donnez-moi plus de détails.","CLARIFICATION"
"Pouvez-vous m'aider à comprendre ?","CLARIFICATION"
"Qu'est-ce que vous pouvez me proposer ?","CLARIFICATION"
"Que pouvez-vous me proposer ?","CLARIFICATION"
"Qu'est-ce que vous pouvez faire pour moi ?","CLARIFICATION"
"Comment pouvez-vous m'aider ?","CLARIFICATION"
"Je cherche quelque chose.","CLARIFICATION"
"Je cherche une formation.","CLARIFICATION"
"Je voudrais choisir.","CLARIFICATION"
"Je ne sais pas quoi choisir.","CLARIFICATION"
"Je ne sais pas quoi faire.","CLARIFICATION"
"Je suis perdu.","CLARIFICATION"
"Je suis un peu perdu dans mon choix.","CLARIFICATION"
"Je ne sais pas par où commencer.","CLARIFICATION"
"Par où commencer ?","CLARIFICATION"
"Que dois-je faire ?","CLARIFICATION"
"Que puis-je faire ?","CLARIFICATION"
"Comment faire ?","CLARIFICATION"
"Comment ça marche ?","CLARIFICATION"
"Ça fonctionne comment ?","CLARIFICATION"
"Comment cela fonctionne-t-il ?","CLARIFICATION"
"Pouvez-vous m'orienter ?","CLARIFICATION"
"Pouvez-vous me guider ?","CLARIFICATION"
"J'aurais besoin d'être guidé.","CLARIFICATION"
"J'aurais besoin de conseils.","CLARIFICATION"
"Je voudrais un conseil.","CLARIFICATION"
"Pouvez-vous me conseiller ?","CLARIFICATION"
"Je voudrais savoir quelque chose.","CLARIFICATION"
"J'ai une question.","CLARIFICATION"
"J'ai une demande.","CLARIFICATION"
"Je voudrais poser une question.","CLARIFICATION"
"Pouvez-vous répondre à ma question ?","CLARIFICATION"
"Je voudrais avoir une réponse.","CLARIFICATION"
"Pouvez-vous m'aider concernant cela ?","CLARIFICATION"
"Je voudrais des renseignements.","CLARIFICATION"
"J'aimerais obtenir des renseignements.","CLARIFICATION"
"Je cherche des renseignements.","CLARIFICATION"
"Pouvez-vous me renseigner ?","CLARIFICATION"
"J'aimerais avoir des explications.","CLARIFICATION"
"Je voudrais une explication.","CLARIFICATION"
"Pouvez-vous m'éclairer ?","CLARIFICATION"
"Pouvez-vous m'éclairer sur ce sujet ?","CLARIFICATION"
"J'aimerais y voir plus clair.","CLARIFICATION"
"Je voudrais y voir plus clair.","CLARIFICATION"
"Pouvez-vous m'aider à y voir plus clair ?","CLARIFICATION"
"Je ne sais pas exactement ce qu'il me faut.","CLARIFICATION"
"Je ne sais pas exactement ce que je cherche.","CLARIFICATION"
"Je ne sais pas comment formuler ma demande.","CLARIFICATION"
"Je ne sais pas quoi demander.","CLARIFICATION"
"Je ne sais pas quoi vous demander.","CLARIFICATION"
"Pouvez-vous m'aider à préciser ma demande ?","CLARIFICATION"
"Pouvez-vous m'aider à formuler ma demande ?","CLARIFICATION"
"Je voudrais quelque chose qui me corresponde.","CLARIFICATION"
"Je cherche quelque chose qui pourrait me convenir.","CLARIFICATION"
"Je cherche une solution adaptée.","CLARIFICATION"
"Je voudrais trouver quelque chose d'adapté.","CLARIFICATION"
"Je voudrais savoir ce qui me convient.","CLARIFICATION"
"Je ne sais pas quelle option choisir.","CLARIFICATION"
"Je ne sais pas quelle option prendre.","CLARIFICATION"
"J'hésite.","CLARIFICATION"
"Je suis indécis.","CLARIFICATION"
"Je ne sais vraiment pas.","CLARIFICATION"
"Je ne sais pas.","CLARIFICATION"
"Pouvez-vous m'aider à faire un choix ?","CLARIFICATION"
"Pouvez-vous m'aider dans ma démarche ?","CLARIFICATION"
"Je voudrais être accompagné.","CLARIFICATION"
"J'ai besoin d'être orienté.","CLARIFICATION"
"Je voudrais être orienté.","CLARIFICATION"
"Pouvez-vous m'aider à m'orienter ?","CLARIFICATION"
"Je cherche des conseils pour mon orientation.","CLARIFICATION"
"J'aimerais avoir des conseils pour mon orientation.","CLARIFICATION"
"Je voudrais des informations sur les formations.","CLARIFICATION"
"J'aimerais en savoir plus sur les formations.","CLARIFICATION"
"Je voudrais connaître les possibilités.","CLARIFICATION"
"Quelles sont les possibilités ?","CLARIFICATION"
"Qu'est-ce qui est possible ?","CLARIFICATION"
"Que puis-je envisager ?","CLARIFICATION"
"Qu'est-ce que je peux faire ?","CLARIFICATION"
"Je voudrais savoir ce qui est possible pour moi.","CLARIFICATION"
"Je voudrais savoir ce que je peux faire.","CLARIFICATION"
"Pouvez-vous m'aider avec mon orientation ?","CLARIFICATION"
"Je voudrais parler de mon orientation.","CLARIFICATION"
"J'ai besoin d'aide pour mon orientation.","CLARIFICATION"
"Je ne sais pas comment m'orienter.","CLARIFICATION"
"Je voudrais mieux comprendre les possibilités.","CLARIFICATION"
"Pouvez-vous m'aider à déterminer ce dont j'ai besoin ?","CLARIFICATION"
"Je voudrais savoir comment procéder.","CLARIFICATION"
"Quelle est la suite ?","CLARIFICATION"
"Et maintenant, je fais quoi ?","CLARIFICATION"
"Que dois-je choisir ?","CLARIFICATION"
"Pouvez-vous m'aider avec ça ?","CLARIFICATION"
"Vous pouvez m'aider avec ça ?","CLARIFICATION"
"J'ai besoin d'aide pour ça.","CLARIFICATION"
"Je voudrais des informations à ce sujet.","CLARIFICATION"
"Pouvez-vous m'en dire davantage à ce sujet ?","CLARIFICATION"
"Qu'est-ce que cela signifie ?","CLARIFICATION"
"Pouvez-vous expliquer davantage ?","CLARIFICATION"
"Pouvez-vous développer ?","CLARIFICATION"
"Pouvez-vous préciser votre réponse ?","CLARIFICATION"
"Je voudrais une réponse plus précise.","CLARIFICATION"
"J'aimerais avoir plus de contexte.","CLARIFICATION"
