Horodateur,Vous êtes actuellement :,Quelle était votre série au Baccalauréat ?,Quelles étaient vos matières préférées au lycée ?,Dans quelles matières vous étiez doués?,Dans quelles activités pensez-vous être naturellement à l'aise ?,"Parmi les activités suivantes, lesquelles vous attirent le plus ?",Quel type de problème aimez-vous le plus résoudre ?,Quel type d'activité pédagogique vous attire le plus ?,Aimez-vous plutôt la pratique ou les leçons (théorie) ?,Quel rythme de travail vous correspond le mieux ?,Dans quel environnement aimeriez-vous travailler ?,Quels sont vos domaines d'intérêt principaux ?,Préférez-vous travailler principalement,Qu'est-ce qui est le plus important pour vous dans le choix d'une formation ?,"si vous devenez etudiant à l'ISPM, quel filière choisiriez vous?","Si vous êtes diplômé(e) / professionnel(le), quel est votre métier actuel ?","Si vous êtes diplômés, avec le recul, quel est votre niveau de satisfaction concernant l'adéquation entre votre formation et votre métier ?"
2026-08-17 08:13:43,Étudiant(e),C,Physique; SVT; Mathématiques,Physique; Mathématiques,Analyser; Manipuler des outils ou équipements,Analyser des substances; Mesurer; Rechercher,Problèmes scientifiques et expérimentaux,Laboratoire; Travaux pratiques,Pratique,Régulier,Industrie; Laboratoire,Chimie; Environnement; Laboratoire,En équipe,La pratique professionnelle,GCA,Chef de projet,3.0
2026-07-06 08:04:03,Professionnel(le),S,Chimie; Physique,Physique; SVT,Expérimenter; Manipuler des outils ou équipements,Faire des expériences; Rechercher; Mesurer; Analyser des substances,Problèmes scientifiques et expérimentaux,Travaux pratiques; Laboratoire,Pratique,Progressif,Industrie; Centre de recherche,Industrie; Laboratoire; Chimie,En équipe,Aimer le domaine étudié,IAA,Technicien de laboratoire,1.0
2026-08-06 12:06:57,Étudiant(e),G,Économie; Français,Français,Négocier; Organiser,Analyser un marché; Communiquer; Négocier; Faire du commerce,Problèmes commerciaux,Projets; Études de cas,Pratique,Intensif,Entreprise; Agence,Commerce; Vente,En équipe,Créer mon entreprise,CAA,Commercial,1.0
2026-07-02 10:43:59,Étudiant(e),A2,Histoire; Français; Anglais,Anglais; Français,Créer; Présenter; Communiquer,Présenter; Créer du contenu; Organiser des événements; Communiquer,Problèmes de communication,Travaux de groupe; Projets,Pratique et théorie,Dynamique,Studio; Agence,Publicité; Médias; Événementiel,En équipe,La possibilité d'évoluer professionnellement,PIP,Biologiste,3.0
2026-07-12 09:24:39,Étudiant(e),C,Physique; Chimie; SVT,Mathématiques; SVT,Expérimenter; Observer; Résoudre des problèmes,Rechercher; Faire des expériences,Problèmes scientifiques,Expériences; Travaux pratiques,Pratique et théorie,Intensif et régulier,Laboratoire,Recherche; Technologie,En équipe,Être utile à la société,EMII,Ingénieur,4.0
2026-08-25 08:46:10,Professionnel(le),A1,Gestion; Économie,Gestion; Mathématiques,Organiser; Analyser des données,Gérer un projet; Analyser un marché,Problèmes économiques et organisationnels,Projets; Exercices pratiques,Pratique et théorie,Régulier,Administration; Entreprise,Management; Entrepreneuriat; Économie; Gestion,En équipe,Créer mon entreprise,EMP,Gestionnaire,3.0
2026-08-20 07:15:53,Étudiant(e),G,Histoire; Anglais; Français,Français,Créer; Rédiger,Créer du contenu; Organiser des événements; Présenter; Communiquer,Problèmes de communication,Présentations,Pratique,Intensif et régulier,Studio; Agence,Marketing; Événementiel; Communication; Publicité,En équipe,Développer son réseau professionnel,TEH,Community manager,2.0
2026-07-08 14:27:32,Professionnel(le),C,SVT; Physique,Chimie; SVT,Expérimenter; Manipuler des outils ou équipements; Observer,Rechercher; Analyser des substances,Problèmes scientifiques et expérimentaux,Laboratoire; Travaux pratiques,Pratique et théorie,Régulier,Centre de recherche,Industrie; Environnement; Laboratoire,En équipe,La pratique professionnelle,GCA,Ingénieur,5.0
2026-07-06 14:01:19,Étudiant(e),S,Physique; Mathématiques,Mathématiques,Observer; Expérimenter; Résoudre des problèmes; Analyser,Analyser; Faire des expériences,Problèmes scientifiques,Recherche; Travaux pratiques,Pratique et théorie,Régulier,Centre de recherche,Recherche; Environnement; Technologie,Seul ou en équipe,Être utile à la société,IMTICIA,Développeur,3.0
2026-07-17 16:41:58,Étudiant(e),A2,Français; Histoire; Philosophie,Français; Philosophie,Analyser des textes; Communiquer; Rédiger,Débattre; Faire des recherches,Problèmes juridiques et sociaux,Lectures; Études de cas,Pratique et théorie,Calme et régulier,Administration,Droit; Justice; Société,Seul ou en équipe,La reconnaissance du diplôme,IAA,Expert en qualité alimentaire,5.0
2026-07-01 09:05:12,Étudiant(e),G,Anglais; Français,Anglais; Français,Rédiger; Présenter,Créer du contenu; Présenter,Problèmes de communication,Projets,Pratique,Dynamique,Studio,Médias; Publicité; Communication; Événementiel,En équipe,Développer son réseau professionnel,TEH,Responsable communication,2.0
2026-08-23 16:55:46,Étudiant(e),G,Gestion; Mathématiques; Économie,Économie; Mathématiques,Calculer; Analyser des données; Organiser; Être rigoureux,Gérer; Analyser des comptes; Faire des calculs,Problèmes financiers,Exercices; Études de cas,Théorie et pratique,Intensif et régulier,Banque; Bureau,Finance; Comptabilité; Banque; Audit,Seul ou en équipe,La stabilité professionnelle,FIC,Responsable administratif,2.0
2026-07-15 15:51:00,Professionnel(le),A2,Histoire; Anglais,Français; Anglais,Créer; Rédiger,Créer du contenu; Communiquer; Présenter; Organiser des événements,Problèmes de communication,Présentations,Pratique,Dynamique,Studio,Médias; Événementiel,En équipe,La possibilité d'évoluer professionnellement,IAA,Technicien de laboratoire,4.0
2026-07-09 13:03:30,Étudiant(e),D,SVT; Physique; Mathématiques,SVT,Expérimenter; Analyser; Observer; Résoudre des problèmes,Concevoir; Faire des expériences,Problèmes scientifiques,Expériences; Recherche,Pratique et théorie,Intensif et régulier,Laboratoire; Industrie,Recherche; Environnement; Technologie,En équipe,Être utile à la société,IMTICIA,Chercheur,4.0
2026-08-14 12:12:05,Étudiant(e),S,Anglais; Informatique,Mathématiques; Informatique,Résoudre des problèmes logiques; Utiliser des outils informatiques; Analyser des informations,Programmer; Automatiser des tâches; Créer des applications,Problèmes logiques et techniques,Travaux dirigés,Pratique et théorie,Intensif et régulier,Bureau; Entreprise,Intelligence artificielle; Programmation; Robotique,Seul ou en petite équipe,Travailler dans un secteur innovant,ESIIA,Ingénieur IA,3.0
2026-07-26 17:35:31,Étudiant(e),S,Gestion; Économie,Économie; Mathématiques,Analyser des données; Être rigoureux,Faire des calculs; Gérer,Problèmes financiers,Exercices; Études de cas,Théorie et pratique,Régulier,Entreprise,Banque; Gestion; Audit,Seul,Les perspectives de carrière,GCA,Gestionnaire,2.0
2026-07-29 12:42:47,Professionnel(le),D,SVT; Physique,Chimie,Observer; Analyser,Rechercher; Mesurer; Faire des expériences; Analyser des substances,Problèmes scientifiques et expérimentaux,Expériences; Laboratoire,Pratique et théorie,Régulier,Laboratoire,Environnement; Chimie,Seul ou en équipe,La pratique professionnelle,ICMP,Technicien de laboratoire,5.0
2026-07-03 13:00:36,Professionnel(le),G,Mathématiques; Économie; Gestion,Économie,Organiser; Analyser des données; Calculer; Être rigoureux,Analyser des comptes; Gérer; Faire des calculs; Analyser des données,Problèmes financiers,Exercices; Travaux pratiques,Théorie et pratique,Régulier,Banque,Audit; Gestion,Seul,La stabilité professionnelle,FIC,Analyste financier,4.0
2026-08-07 17:25:58,Étudiant(e),G,Mathématiques; Français,Français,Analyser; Organiser; Négocier,Analyser un marché; Communiquer; Négocier,Problèmes commerciaux,Projets; Études de cas,Pratique,Intensif,Commerce,Vente; Commerce,En équipe,Créer mon entreprise,TEE,Gestionnaire,3.0
2026-07-11 13:38:30,Étudiant(e),D,Mathématiques; Physique; Chimie,Physique; SVT,Expérimenter; Observer; Manipuler des outils ou équipements; Analyser,Analyser des substances; Mesurer; Faire des expériences,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique,Régulier,Centre de recherche; Industrie,Industrie; Environnement; Chimie,En équipe,Aimer le domaine étudié,ICMP,Chimiste,3.0
2026-07-30 11:56:34,Étudiant(e),G,Gestion; Économie; Français,Mathématiques; Économie,Analyser des données; Calculer,Analyser un marché; Planifier,Problèmes économiques et organisationnels,Études de cas; Exercices pratiques,Pratique et théorie,Dynamique,Administration; Entreprise,Management; Entrepreneuriat,En équipe,Les perspectives de carrière,TEE,Manager,5.0
2026-08-25 10:59:05,Étudiant(e),S,Économie; Mathématiques,Mathématiques,Être rigoureux; Calculer; Analyser des données,Analyser des données; Analyser des comptes,Problèmes financiers,Travaux pratiques; Exercices,Théorie et pratique,Intensif et régulier,Cabinet; Banque,Finance; Banque,Seul ou en équipe,Les débouchés professionnels,EMII,Technicien,1.0
2026-07-26 07:27:45,Étudiant(e),D,Chimie; SVT; Mathématiques,Physique,Observer; Résoudre des problèmes,Faire des expériences; Analyser; Rechercher; Concevoir,Problèmes scientifiques,Recherche,Pratique et théorie,Régulier,Centre de recherche; Laboratoire,Sciences; Technologie; Recherche; Environnement,Seul ou en équipe,Être utile à la société,AEE,Ingénieur agronome,1.0
2026-07-01 15:34:09,Professionnel(le),C,Mathématiques; Chimie; SVT,Mathématiques,Analyser; Résoudre des problèmes,Rechercher; Faire des expériences; Concevoir,Problèmes scientifiques,Expériences,Pratique et théorie,Intensif et régulier,Laboratoire,Technologie; Sciences; Environnement; Recherche,Seul ou en équipe,Acquérir une formation solide,EMII,Assistant de recherche,5.0
2026-08-17 14:36:26,Professionnel(le),G,Mathématiques; Français,Français; Économie,Analyser; Négocier,Analyser un marché; Communiquer; Négocier; Faire du commerce,Problèmes commerciaux,Simulations; Projets,Pratique,Intensif,Commerce; Agence,Commerce; Marketing; Entrepreneuriat,En équipe,Les perspectives de carrière,CAA,Business developer,4.0
2026-08-08 13:41:58,Professionnel(le),A1,Mathématiques; Français; Économie,Français; Économie,Négocier; Organiser,Négocier; Communiquer; Analyser un marché,Problèmes commerciaux,Simulations; Études de cas,Pratique,Dynamique,Agence; Commerce,Commerce; Vente; Entrepreneuriat; Marketing,En équipe,Les perspectives de carrière,CAA,Business developer,5.0
2026-07-14 10:08:54,Professionnel(le),D,SVT; Chimie,SVT,Résoudre des problèmes; Observer; Expérimenter,Rechercher; Concevoir; Faire des expériences; Analyser,Problèmes scientifiques,Recherche,Pratique et théorie,Intensif et régulier,Centre de recherche; Industrie,Technologie; Environnement,En équipe,Être utile à la société,ESIIA,Technicien,4.0
2026-08-08 15:25:36,Étudiant(e),D,Physique; Mathématiques,Mathématiques; Physique,Observer; Manipuler des outils ou équipements,Analyser des substances; Faire des expériences,Problèmes scientifiques et expérimentaux,Expériences,Pratique,Régulier,Centre de recherche; Laboratoire,Industrie; Chimie,Seul ou en équipe,La pratique professionnelle,GCA,Ingénieur,3.0
2026-07-18 13:36:46,Étudiant(e),C,SVT; Mathématiques,SVT; Mathématiques,Résoudre des problèmes; Analyser,Concevoir; Rechercher; Faire des expériences,Problèmes scientifiques,Travaux pratiques; Recherche,Pratique et théorie,Régulier,Laboratoire,Recherche; Sciences; Technologie; Environnement,Seul ou en équipe,Être utile à la société,AEE,Biologiste,5.0
2026-08-09 09:57:30,Professionnel(le),S,Physique; Mathématiques; Informatique,Informatique,Travailler avec des données; Utiliser des outils informatiques; Analyser des informations; Résoudre des problèmes logiques,Créer des applications; Automatiser des tâches,Problèmes logiques et techniques,Projets pratiques; Programmation,Pratique,Régulier,Startup; Entreprise,Intelligence artificielle; Data,Seul ou en petite équipe,Les débouchés professionnels,IMTICIA,Développeur full-stack,5.0
2026-07-10 08:36:24,Étudiant(e),S,Mathématiques; Économie; Gestion,Économie,Calculer; Analyser des données,Analyser des données; Gérer; Faire des calculs; Analyser des comptes,Problèmes financiers,Exercices,Pratique et théorie,Intensif et régulier,Banque,Banque; Audit,Seul ou en équipe,Les perspectives de carrière,ISAIA,Développeur full-stack,2.0
2026-07-28 15:34:13,Étudiant(e),S,Mathématiques; Économie,Économie; Mathématiques,Organiser; Calculer; Être rigoureux,Analyser des données; Faire des calculs; Gérer,Problèmes financiers,Travaux pratiques; Études de cas,Théorie et pratique,Intensif et régulier,Entreprise,Audit; Finance; Banque; Gestion,Seul ou en équipe,Les débouchés professionnels,ISAIA,Chef de projet,2.0
2026-07-22 15:25:17,Professionnel(le),D,SVT; Chimie,Physique,Résoudre des problèmes; Observer,Analyser; Concevoir,Problèmes scientifiques,Expériences,Pratique et théorie,Intensif et régulier,Laboratoire,Environnement; Technologie; Sciences,En équipe,Être utile à la société,IMTICIA,Assistant de recherche,3.0
2026-08-21 08:19:44,Étudiant(e),A2,Français; Mathématiques,Français,Organiser; Communiquer; Négocier; Analyser,Faire du commerce; Négocier; Communiquer; Analyser un marché,Problèmes commerciaux,Projets,Pratique,Dynamique,Entreprise; Commerce,Commerce; Entrepreneuriat,En équipe,Les débouchés professionnels,IAA,Biologiste,2.0
2026-07-15 11:58:03,Étudiant(e),S,Mathématiques; Physique,SVT; Physique,Expérimenter; Observer; Manipuler des outils ou équipements,Rechercher; Analyser des substances,Problèmes scientifiques et expérimentaux,Travaux pratiques; Laboratoire,Pratique et théorie,Régulier,Industrie; Laboratoire,Environnement; Chimie,En équipe,Acquérir une formation solide,ESIIA,Data scientifique,5.0
2026-08-18 09:32:49,Étudiant(e),A2,Anglais; Histoire; Français,Français,Présenter; Communiquer,Organiser des événements; Présenter; Communiquer; Créer du contenu,Problèmes de communication,Présentations,Pratique,Dynamique,Studio; Média,Marketing; Médias; Publicité,En équipe,Développer son réseau professionnel,IAA,Chimiste,5.0
2026-07-08 12:10:41,Professionnel(le),S,SVT; Physique,Chimie; SVT,Expérimenter; Observer,Analyser des substances; Mesurer; Faire des expériences,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique et théorie,Progressif,Centre de recherche; Industrie,Laboratoire; Recherche; Industrie,Seul ou en équipe,Aimer le domaine étudié,IAA,Technicien qualité,4.0
2026-08-13 15:43:46,Étudiant(e),A1,Français; Mathématiques; Gestion,Mathématiques; Gestion,Analyser des données; Planifier; Calculer; Organiser,Gérer un projet; Organiser; Analyser un marché,Problèmes économiques et organisationnels,Projets,Pratique et théorie,Dynamique,Bureau; Administration,Économie; Entrepreneuriat,Seul ou en équipe,Créer mon entreprise,TEE,Responsable communication,2.0
2026-07-20 10:00:19,Étudiant(e),D,Physique; SVT,Mathématiques,Observer; Résoudre des problèmes,Concevoir; Rechercher,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Régulier,Industrie,Sciences; Recherche; Technologie,Seul ou en équipe,Être utile à la société,IMTICIA,Chercheur,5.0
2026-07-02 11:03:16,Étudiant(e),A1,Français; Anglais,Philosophie; Français,Rédiger; Analyser des textes; Communiquer,Débattre; Lire des documents; Rédiger; Faire des recherches,Problèmes juridiques et sociaux,Lectures; Études de cas,Théorie,Régulier,Administration,Société; Droit; Administration; Justice,Seul,La stabilité professionnelle,DTJA,Juriste,1.0
2026-07-19 12:33:47,Étudiant(e),A2,Économie; Français; Mathématiques,Économie,Organiser; Analyser; Négocier; Communiquer,Faire du commerce; Communiquer; Négocier; Analyser un marché,Problèmes commerciaux,Simulations,Pratique et théorie,Intensif,Commerce; Agence,Entrepreneuriat; Marketing; Commerce; Vente,En équipe,Les débouchés professionnels,PIP,Biologiste,4.0
2026-07-05 13:55:33,Étudiant(e),S,Anglais; Physique,Mathématiques; Informatique,Travailler avec des données; Résoudre des problèmes logiques; Analyser des informations; Utiliser des outils informatiques,Programmer; Créer des applications; Analyser des données; Automatiser des tâches,Problèmes logiques et techniques,Projets pratiques,Pratique,Régulier,Entreprise,Data; Robotique,En équipe,Travailler dans un secteur innovant,ISAIA,Data scientifique,3.0
2026-07-15 07:36:16,Étudiant(e),A2,Philosophie; Français; Anglais,Histoire; Philosophie,Argumenter; Communiquer; Rédiger,Faire des recherches; Lire des documents,Problèmes juridiques et sociaux,Lectures; Études de cas,Pratique et théorie,Régulier,Cabinet; Tribunal,Droits humains; Administration,Seul,La reconnaissance du diplôme,PIP,Chercheur en pharmacologie,2.0
2026-08-12 14:07:55,Étudiant(e),A2,Histoire; Philosophie; Français,Philosophie; Histoire,Communiquer; Rédiger; Analyser des textes,Débattre; Lire des documents; Rédiger; Faire des recherches,Problèmes juridiques et sociaux,Lectures,Pratique et théorie,Régulier,Institution publique; Administration,Droit; Société; Droits humains; Administration,Seul,La reconnaissance du diplôme,DTJA,Conseiller juridique,2.0
2026-07-03 09:41:48,Professionnel(le),S,Économie; Mathématiques; Gestion,Mathématiques,Calculer; Organiser; Être rigoureux,Analyser des comptes; Analyser des données; Faire des calculs; Gérer,Problèmes financiers,Études de cas; Exercices,Théorie et pratique,Intensif et régulier,Banque; Cabinet,Audit; Banque,Seul,La stabilité professionnelle,ISAIA,Ingénieur IA,3.0
2026-07-02 13:12:22,Professionnel(le),S,Chimie; Physique,Mathématiques; SVT,Analyser; Observer; Expérimenter; Manipuler des outils ou équipements,Faire des expériences; Analyser des substances; Mesurer; Rechercher,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique,Progressif,Laboratoire,Recherche; Industrie; Environnement; Chimie,En équipe,La pratique professionnelle,IAA,Technicien de laboratoire,5.0
2026-08-02 12:29:20,Professionnel(le),G,Économie; Mathématiques,Économie; Français,Communiquer; Négocier; Analyser,Analyser un marché; Faire du commerce; Négocier,Problèmes commerciaux,Projets; Simulations,Pratique,Dynamique,Commerce; Entreprise,Vente; Commerce; Marketing; Entrepreneuriat,En équipe,Les débouchés professionnels,CAA,Responsable marketing,2.0
2026-07-16 16:39:43,Étudiant(e),A1,Français; Gestion,Gestion; Mathématiques,Planifier; Organiser,Gérer un projet; Analyser un marché; Planifier,Problèmes économiques et organisationnels,Exercices pratiques; Études de cas,Pratique et théorie,Dynamique,Entreprise; Administration,Gestion; Entrepreneuriat; Économie,Seul ou en équipe,Les perspectives de carrière,EMP,Manager,2.0
2026-07-03 10:14:11,Étudiant(e),D,Chimie; Mathématiques; SVT,SVT,Observer; Résoudre des problèmes,Rechercher; Analyser; Faire des expériences,Problèmes scientifiques,Expériences; Travaux pratiques,Pratique et théorie,Intensif et régulier,Laboratoire,Recherche; Environnement; Technologie,En équipe,Acquérir une formation solide,EMII,Chercheur,2.0
2026-08-19 16:44:49,Professionnel(le),A1,Mathématiques; Français; Économie,Français,Négocier; Analyser,Faire du commerce; Communiquer; Analyser un marché,Problèmes commerciaux,Simulations; Projets,Pratique,Dynamique,Commerce; Entreprise,Entrepreneuriat; Commerce,En équipe,Les perspectives de carrière,TEE,Community manager,4.0
2026-08-11 08:40:39,Professionnel(le),A1,Anglais; Français,Histoire; Philosophie,Rédiger; Argumenter; Analyser des textes; Communiquer,Rédiger; Débattre; Faire des recherches,Problèmes juridiques et sociaux,Débats,Pratique et théorie,Calme et régulier,Institution publique; Cabinet,Justice; Administration,Seul,La stabilité professionnelle,DTJA,Avocat,5.0
2026-07-30 07:28:59,Étudiant(e),A1,Histoire; Français; Anglais,Anglais; Français,Communiquer; Créer,Présenter; Communiquer; Créer du contenu; Organiser des événements,Problèmes de communication,Projets,Pratique,Intensif et régulier,Agence,Événementiel; Médias; Communication,En équipe,Développer mes compétences relationnelles,TEH,Responsable marketing,3.0
2026-08-02 15:48:49,Étudiant(e),S,Chimie; SVT,SVT,Analyser; Manipuler des outils ou équipements; Expérimenter; Observer,Mesurer; Rechercher; Analyser des substances,Problèmes scientifiques et expérimentaux,Expériences; Travaux pratiques,Pratique et théorie,Progressif,Laboratoire; Centre de recherche,Industrie; Environnement,En équipe,Acquérir une formation solide,ICMP,Technicien qualité,1.0
2026-07-16 17:28:11,Étudiant(e),A2,Histoire; Philosophie; Anglais,Français; Histoire,Rédiger; Analyser des textes; Communiquer; Argumenter,Débattre; Rédiger; Lire des documents; Faire des recherches,Problèmes juridiques et sociaux,Études de cas; Lectures,Pratique et théorie,Régulier,Cabinet; Tribunal,Société; Droit; Administration,Seul,Aimer le domaine étudié,IAA,Chimiste,4.0
2026-08-11 09:08:46,Étudiant(e),S,Mathématiques; Chimie,Chimie,Manipuler des outils ou équipements; Observer; Expérimenter,Rechercher; Analyser des substances,Problèmes scientifiques et expérimentaux,Laboratoire,Pratique et théorie,Régulier,Centre de recherche,Recherche; Industrie,En équipe,Acquérir une formation solide,EMII,Assistant de recherche,2.0
2026-07-31 17:12:49,Étudiant(e),D,Physique; Chimie; Mathématiques,Physique; Mathématiques,Observer; Analyser,Faire des expériences; Analyser,Problèmes scientifiques,Travaux pratiques; Recherche,Pratique et théorie,Intensif et régulier,Industrie; Centre de recherche,Environnement; Sciences; Technologie,En équipe,Acquérir une formation solide,ESIIA,Technicien,1.0
2026-08-02 09:58:28,Professionnel(le),S,Économie; Mathématiques,Mathématiques,Calculer; Être rigoureux; Analyser des données; Organiser,Gérer; Faire des calculs; Analyser des données,Problèmes financiers,Travaux pratiques; Études de cas,Théorie et pratique,Régulier,Cabinet; Banque,Banque; Gestion; Comptabilité,Seul ou en équipe,La stabilité professionnelle,ISAIA,Chef de projet,4.0
2026-07-11 13:36:56,Professionnel(le),A1,Histoire; Anglais,Français; Histoire,Rédiger; Analyser des textes; Communiquer; Argumenter,Lire des documents; Rédiger; Faire des recherches,Problèmes juridiques et sociaux,Lectures; Débats,Pratique et théorie,Calme et régulier,Institution publique; Administration,Administration; Société,Seul ou en équipe,La reconnaissance du diplôme,DTJA,Avocat,1.0
2026-07-14 12:30:53,Étudiant(e),D,Physique; Chimie; SVT,Mathématiques; Physique,Expérimenter; Observer; Analyser,Faire des expériences; Analyser; Rechercher,Problèmes scientifiques,Recherche; Travaux pratiques,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Technologie; Environnement,Seul ou en équipe,Acquérir une formation solide,IMTICIA,Chercheur,5.0
2026-07-20 12:01:40,Étudiant(e),G,Anglais; Français,Anglais,Présenter; Communiquer; Créer,Organiser des événements; Créer du contenu,Problèmes de communication,Travaux de groupe,Pratique,Intensif et régulier,Média,Marketing; Communication; Publicité,En équipe,La possibilité d'évoluer professionnellement,TEE,Community manager,3.0
2026-07-05 17:28:40,Étudiant(e),G,Gestion; Économie; Mathématiques,Économie; Mathématiques,Analyser des données; Calculer,Faire des calculs; Analyser des données,Problèmes financiers,Exercices; Études de cas,Pratique et théorie,Intensif et régulier,Cabinet; Bureau,Gestion; Comptabilité,Seul,Les débouchés professionnels,FIC,Contrôleur de gestion,4.0
2026-08-19 15:48:26,Professionnel(le),S,Gestion; Mathématiques; Économie,Mathématiques; Économie,Calculer; Analyser des données,Analyser des comptes; Faire des calculs,Problèmes financiers,Études de cas; Exercices,Théorie et pratique,Intensif et régulier,Bureau,Gestion; Finance; Comptabilité; Banque,Seul,Les débouchés professionnels,IGGLIA,Chef de projet,3.0
2026-07-19 17:25:39,Étudiant(e),A1,Économie; Gestion; Français,Gestion; Mathématiques,Calculer; Organiser; Planifier,Organiser; Analyser un marché,Problèmes économiques et organisationnels,Exercices pratiques,Pratique,Régulier,Administration; Bureau,Économie; Entrepreneuriat,Seul ou en équipe,Les débouchés professionnels,TEE,Responsable marketing,3.0
2026-07-04 09:55:06,Étudiant(e),A1,Anglais; Histoire,Français; Anglais,Présenter; Rédiger,Communiquer; Organiser des événements,Problèmes de communication,Projets; Présentations,Pratique et théorie,Intensif et régulier,Média; Agence,Communication; Médias,En équipe,La possibilité d'évoluer professionnellement,TEH,Chargé de communication,4.0
2026-07-26 09:07:16,Étudiant(e),S,Économie; Gestion; Mathématiques,Mathématiques,Calculer; Analyser des données; Être rigoureux,Gérer; Analyser des données,Problèmes financiers,Exercices,Théorie et pratique,Intensif et régulier,Cabinet,Banque; Finance,Seul ou en équipe,Les perspectives de carrière,EMII,Technicien qualité,3.0
2026-08-14 09:38:36,Étudiant(e),A1,Anglais; Français,Anglais,Présenter; Communiquer; Rédiger; Créer,Communiquer; Créer du contenu,Problèmes de communication,Projets; Présentations,Pratique et théorie,Dynamique,Entreprise; Agence,Communication; Événementiel; Médias,En équipe,La possibilité d'évoluer professionnellement,TEH,Community manager,1.0
2026-07-30 14:34:28,Professionnel(le),S,Anglais; Mathématiques,Mathématiques,Analyser des informations; Utiliser des outils informatiques; Résoudre des problèmes logiques,Analyser des données; Programmer,Problèmes logiques et techniques,Programmation,Pratique et théorie,Intensif et régulier,Entreprise,Programmation; Data; Robotique; Technologie,Seul ou en petite équipe,Les débouchés professionnels,ISAIA,Data analyst,1.0
2026-07-20 14:52:37,Étudiant(e),A1,Philosophie; Anglais,Français,Analyser des textes; Argumenter; Rédiger,Débattre; Lire des documents; Rédiger,Problèmes juridiques et sociaux,Études de cas; Débats,Théorie,Régulier,Administration; Cabinet,Droit; Société,Seul,La stabilité professionnelle,DTJA,Conseiller juridique,1.0
2026-08-11 08:31:49,Étudiant(e),D,SVT; Chimie,SVT; Mathématiques,Expérimenter; Analyser; Manipuler des outils ou équipements,Analyser des substances; Mesurer,Problèmes scientifiques et expérimentaux,Travaux pratiques,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Chimie; Laboratoire,Seul ou en équipe,La pratique professionnelle,ICMP,Technicien de laboratoire,2.0
2026-07-24 07:45:57,Étudiant(e),G,Économie; Mathématiques; Gestion,Mathématiques,Analyser des données; Être rigoureux; Organiser; Calculer,Gérer; Analyser des comptes,Problèmes financiers,Exercices; Travaux pratiques,Pratique et théorie,Régulier,Banque,Banque; Audit,Seul,Les débouchés professionnels,FIC,Analyste financier,2.0
2026-08-23 07:44:23,Étudiant(e),C,Mathématiques; Physique; SVT,Chimie; Physique,Observer; Manipuler des outils ou équipements; Analyser,Faire des expériences; Mesurer; Rechercher; Analyser des substances,Problèmes scientifiques et expérimentaux,Expériences; Travaux pratiques,Pratique,Progressif,Centre de recherche; Laboratoire,Chimie; Recherche; Laboratoire; Industrie,En équipe,La pratique professionnelle,PIP,Chercheur en pharmacologie,3.0
2026-07-13 13:15:40,Étudiant(e),S,Gestion; Français,Gestion,Organiser; Calculer; Planifier,Planifier; Organiser,Problèmes économiques et organisationnels,Études de cas,Pratique et théorie,Régulier,Administration; Bureau,Gestion; Management; Économie; Entrepreneuriat,En équipe,Les débouchés professionnels,ESIIA,Ingénieur logiciel,3.0
2026-07-10 17:59:01,Étudiant(e),C,SVT; Physique; Mathématiques,Chimie,Analyser; Manipuler des outils ou équipements,Rechercher; Faire des expériences; Analyser des substances,Problèmes scientifiques et expérimentaux,Travaux pratiques; Expériences,Pratique,Régulier,Industrie; Laboratoire,Industrie; Chimie; Laboratoire; Environnement,Seul ou en équipe,Acquérir une formation solide,ICMP,Technicien qualité,3.0
2026-08-19 09:30:41,Professionnel(le),S,Chimie; Physique,SVT; Mathématiques,Observer; Expérimenter; Résoudre des problèmes,Analyser; Faire des expériences; Concevoir; Rechercher,Problèmes scientifiques,Travaux pratiques; Expériences,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Technologie; Environnement; Recherche; Sciences,Seul ou en équipe,Être utile à la société,AEE,Assistant de recherche,4.0
2026-07-21 14:33:53,Étudiant(e),A2,Français; Mathématiques,Français,Organiser; Communiquer; Analyser; Négocier,Négocier; Analyser un marché; Faire du commerce; Communiquer,Problèmes commerciaux,Études de cas,Pratique et théorie,Dynamique,Commerce; Agence,Marketing; Commerce; Entrepreneuriat; Vente,En équipe,Créer mon entreprise,IAA,Technicien agricole,5.0
2026-07-16 09:48:17,Étudiant(e),A1,Français; Gestion,Mathématiques,Calculer; Planifier; Organiser; Analyser des données,Gérer un projet; Organiser,Problèmes économiques et organisationnels,Projets; Études de cas,Pratique et théorie,Dynamique,Bureau,Gestion; Économie; Entrepreneuriat,Seul ou en équipe,Les débouchés professionnels,TEE,Gestionnaire,2.0
